applicant_id,application_date,credit_score,income,age,employment_status,loan_amount,dti_ratio,experiment_group,funnel_stage,decision_outcome,funding_status,defaulted,approved_date,funded_date,funded_amount
APP-02696,2025-04-25,821,89273,70,Self-employed,50609,0.05,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-02697,2024-11-23,779,91365,28,Unemployed,32683,0.05,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-02698,2025-05-01,492,31532,36,Employed,12993,0.4755980574851253,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-02699,2025-02-12,724,29670,55,Self-employed,7525,0.08181478946207285,A,Approved,Approved,Not Funded,0,,,
APP-02700,2024-12-04,809,55423,45,Employed,33017,0.05,B,Approved,Approved,Not Funded,0,,,
APP-02701,2025-04-22,696,50920,53,Employed,14015,0.2807874573790963,B,Approved,Approved,Not Funded,0,,,
APP-02702,2025-03-16,780,73110,46,Self-employed,36736,0.05,B,Documents Uploaded,N/A,Not Funded,0,,,
APP-02703,2024-12-11,850,49839,60,Employed,14494,0.05,B,Funded,Approved,Funded,0,2024-12-15,2024-12-16,13483.0
APP-02704,2025-03-23,772,46816,31,Self-employed,13617,0.05,A,Documents Uploaded,N/A,Not Funded,0,,,
APP-02705,2025-03-26,679,63113,60,Self-employed,12416,0.22465087812643236,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-02706,2024-11-15,775,81278,58,Self-employed,32669,0.05,B,Funded,Approved,Funded,0,2024-11-16,2024-11-19,28755.0
APP-02707,2025-03-20,667,39268,29,Employed,10216,0.2618523494103797,B,Funded,Approved,Funded,0,2025-03-23,2025-03-27,9574.0
APP-02708,2025-04-18,652,23535,51,Unemployed,5101,0.274399028074941,B,Application Started,N/A,Not Funded,0,,,
APP-02709,2024-12-20,607,111382,43,Self-employed,28068,0.07779813502968855,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-02710,2024-11-24,837,84366,36,Unemployed,22187,0.05,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-02711,2025-03-26,551,34759,21,Employed,13098,0.1510214989970412,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-02712,2025-01-09,833,85680,31,Employed,27731,0.05,A,Funded,Approved,Funded,0,2025-01-12,2025-01-15,24765.0
APP-02713,2025-03-30,709,53410,52,Employed,9825,0.21178436615690027,A,Approved,Approved,Not Funded,0,,,
APP-02714,2024-11-06,482,50543,53,Employed,19773,0.22175305012435956,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-02715,2025-02-05,694,57587,41,Employed,29051,0.05,B,Approved,Approved,Not Funded,0,,,
APP-02716,2025-04-15,397,26525,53,Employed,10832,0.6432155726050356,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-02717,2024-11-18,725,55228,55,Employed,32504,0.3599255887267191,B,Funded,Approved,Funded,0,2024-11-19,2024-11-20,30925.0
APP-02718,2024-12-16,756,31652,45,Employed,6160,0.10416705849031385,B,Funded,Approved,Funded,0,2024-12-19,2024-12-20,6032.0
APP-02719,2024-12-06,578,81561,35,Employed,42372,0.3377662232738181,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-02720,2025-02-07,664,32569,49,Unemployed,12296,0.09519391312617269,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-02721,2024-12-01,850,42799,49,Self-employed,16465,0.05,B,Documents Uploaded,N/A,Not Funded,0,,,
APP-02722,2025-01-18,589,39642,52,Self-employed,15206,0.29135819278593533,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-02723,2024-12-09,522,17970,54,Self-employed,5326,0.2951140596307775,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-02724,2025-02-04,827,66665,27,Employed,19736,0.14372907830217585,A,Funded,Approved,Funded,0,2025-02-07,2025-02-08,17860.0
APP-02725,2024-12-10,850,83755,37,Employed,36377,0.05,A,Application Started,N/A,Not Funded,0,,,
APP-02726,2025-03-18,650,69906,21,Employed,11894,0.20834000152224352,B,Funded,Approved,Funded,0,2025-03-19,2025-03-20,10447.0
APP-02727,2025-01-04,771,78394,52,Self-employed,32529,0.05,A,Funded,Approved,Funded,0,2025-01-06,2025-01-07,32529.0
APP-02728,2024-11-19,810,59887,41,Self-employed,28510,0.05,B,Funded,Approved,Funded,0,2024-11-22,2024-11-24,27111.0
APP-02729,2025-04-25,560,41991,49,Employed,13031,0.4578065406713452,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-02730,2024-12-26,591,52257,26,Unemployed,12949,0.2581359046542332,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-02731,2024-12-23,797,29544,60,Self-employed,7268,0.05,B,Documents Uploaded,N/A,Not Funded,0,,,
APP-02732,2025-04-27,850,81411,29,Employed,15209,0.05,A,Funded,Approved,Funded,0,2025-04-29,2025-05-01,14944.0
APP-02733,2025-04-15,717,27554,53,Employed,5245,0.05,B,Application Started,N/A,Not Funded,0,,,
APP-02734,2025-03-06,544,80206,45,Unemployed,18047,0.08380899765191682,B,Documents Uploaded,N/A,Not Funded,0,,,
APP-02735,2024-12-07,850,61909,41,Employed,9820,0.1483861220667423,B,Documents Uploaded,N/A,Not Funded,0,,,
APP-02736,2025-04-30,586,39902,40,Employed,10765,0.4027441017850041,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-02737,2025-02-02,609,30505,36,Employed,8781,0.40110654784273336,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-02738,2025-01-03,691,41500,59,Employed,24810,0.05,B,Approved,Approved,Not Funded,0,,,
APP-02739,2025-03-23,836,114081,44,Self-employed,68021,0.14673803819639025,A,Funded,Approved,Funded,0,2025-03-26,2025-03-27,59327.0
APP-02740,2025-03-22,752,79007,28,Employed,18501,0.33003061805379186,A,Funded,Approved,Funded,0,2025-03-24,2025-03-25,18197.0
APP-02741,2025-03-23,699,23915,39,Self-employed,5879,0.2579733621409186,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-02742,2025-05-02,705,85584,45,Unemployed,31782,0.3409233618780469,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-02743,2025-04-14,655,74364,54,Self-employed,16133,0.27592729123896564,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-02744,2025-03-07,716,50975,36,Unemployed,19208,0.05,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-02745,2025-01-28,346,25733,37,Employed,8484,0.6186447805648313,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-02746,2024-11-28,614,46101,44,Employed,13649,0.05444859503371499,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-02747,2025-04-10,678,92251,54,Employed,47986,0.05,B,Funded,Approved,Funded,0,2025-04-14,2025-04-17,47811.0
APP-02748,2025-04-14,511,20174,27,Self-employed,10544,0.3836920642883903,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-02749,2025-01-11,696,57520,50,Unemployed,34198,0.13230277063201468,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-02750,2025-02-03,625,38937,38,Employed,9749,0.2632113109504094,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-02751,2024-11-15,850,41339,40,Employed,22725,0.05,A,Funded,Approved,Funded,0,2024-11-18,2024-11-20,20377.0
APP-02752,2024-12-01,838,112632,68,Employed,44155,0.05,A,Funded,Approved,Funded,0,2024-12-03,2024-12-05,40524.0
APP-02753,2024-12-24,594,20768,41,Employed,8642,0.3148497746498307,A,Documents Uploaded,N/A,Not Funded,0,,,
APP-02754,2025-01-28,631,52502,53,Employed,29051,0.29850605088388626,B,Approved,Approved,Not Funded,0,,,
APP-02755,2025-03-31,641,15000,52,Self-employed,8612,0.2958159470874901,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-02756,2024-12-16,595,36518,29,Employed,17421,0.26893873915849353,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-02757,2024-11-21,673,60739,21,Employed,18618,0.07686637750338163,A,Funded,Approved,Funded,0,2024-11-25,2024-11-28,17785.0
APP-02758,2025-04-26,559,24405,53,Employed,9038,0.35147063277640567,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-02759,2025-01-04,514,48136,30,Employed,20543,0.2875430327064675,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-02760,2025-02-12,724,52019,24,Employed,27200,0.2051584580348372,A,Funded,Approved,Funded,0,2025-02-14,2025-02-16,27196.0
APP-02761,2025-01-24,725,80701,56,Employed,35998,0.1328461929941698,B,Funded,Approved,Funded,0,2025-01-27,2025-01-29,35781.0
APP-02762,2025-01-08,553,67535,31,Employed,21236,0.2744916779818489,A,Documents Uploaded,N/A,Not Funded,0,,,
APP-02763,2025-02-19,757,48965,34,Self-employed,16552,0.05,A,Funded,Approved,Funded,0,2025-02-22,2025-02-23,16552.0
APP-02764,2024-11-29,574,43934,67,Employed,7587,0.42542131608071343,B,Documents Uploaded,N/A,Not Funded,0,,,
APP-02765,2024-11-17,680,56669,24,Unemployed,32070,0.20885741695127902,A,Application Started,N/A,Not Funded,0,,,
APP-02766,2024-12-16,748,72186,28,Self-employed,13690,0.3554454514890584,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-02767,2024-12-25,645,49787,38,Employed,20460,0.2476828895989416,A,Documents Uploaded,N/A,Not Funded,0,,,
APP-02768,2025-04-17,704,59204,41,Employed,32102,0.18648753361751316,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-02769,2025-02-09,588,38931,33,Self-employed,13212,0.05,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-02770,2025-04-13,626,49904,30,Employed,25453,0.2390726569292091,A,Funded,Approved,Funded,0,2025-04-14,2025-04-15,22984.0
APP-02771,2025-03-26,625,73458,62,Employed,37589,0.14627076200133107,A,Approved,Approved,Not Funded,0,,,
APP-02772,2024-12-21,560,53921,47,Self-employed,9540,0.3989648432613666,B,Documents Uploaded,N/A,Not Funded,0,,,
APP-02773,2024-11-29,628,61825,51,Employed,20740,0.24020266647386235,A,Application Started,N/A,Not Funded,0,,,
APP-02774,2024-12-19,464,45861,42,Employed,21140,0.5427909771538885,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-02775,2025-04-06,591,41023,47,Self-employed,13950,0.5561392670942917,A,Documents Uploaded,N/A,Not Funded,0,,,
APP-02776,2024-12-10,615,52876,55,Self-employed,20903,0.0864956541821652,B,Documents Uploaded,N/A,Not Funded,0,,,
APP-02777,2025-03-09,619,25196,32,Self-employed,10519,0.3432559839288081,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-02778,2025-01-21,621,72476,47,Employed,15803,0.30128897502155383,A,Funded,Approved,Funded,1,2025-01-25,2025-01-26,15113.0
APP-02779,2025-04-17,642,15000,52,Self-employed,5030,0.46939421818232957,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-02780,2025-03-29,707,53957,62,Employed,8784,0.19705768550474048,A,Funded,Approved,Funded,0,2025-03-30,2025-03-31,8130.0
APP-02781,2024-12-01,754,83217,67,Employed,18085,0.12271155921156103,A,Funded,Approved,Funded,0,2024-12-04,2024-12-06,16202.0
APP-02782,2025-03-28,572,15000,44,Employed,5707,0.38771798465434737,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-02783,2025-04-22,505,43495,57,Employed,17750,0.4819399163450501,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-02784,2025-01-18,524,23784,18,Self-employed,5132,0.5381555228391254,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-02785,2025-01-04,591,36723,62,Employed,17995,0.11334322059202688,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-02786,2025-01-15,607,64618,35,Employed,20538,0.15739918334120118,A,Documents Uploaded,N/A,Not Funded,0,,,
APP-02787,2024-12-08,557,44661,41,Employed,25201,0.5390429179220756,B,Application Started,N/A,Not Funded,0,,,
APP-02788,2025-04-15,494,15000,49,Employed,4866,0.06369275819058767,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-02789,2025-03-20,595,24971,42,Self-employed,5429,0.21854061337028113,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-02790,2025-02-09,671,71606,46,Self-employed,35164,0.15868399795762503,B,Funded,Approved,Funded,1,2025-02-11,2025-02-14,33399.0
APP-02791,2025-01-22,721,66078,63,Self-employed,26795,0.05,A,Documents Uploaded,N/A,Not Funded,0,,,
APP-02792,2025-04-18,583,78262,39,Self-employed,25357,0.4833922049710479,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-02793,2024-11-28,600,78652,30,Employed,24396,0.2963906673002369,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-02794,2025-02-10,538,31955,65,Unemployed,6961,0.24440288430321438,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-02795,2025-03-03,646,99664,50,Employed,30235,0.07233860335041772,A,Funded,Approved,Funded,0,2025-03-05,2025-03-06,26906.0
APP-02796,2025-02-25,548,40289,67,Employed,6575,0.3322738367739631,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-02797,2024-12-26,718,37546,54,Unemployed,14120,0.25239310558041494,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-02798,2024-12-19,435,15827,28,Employed,8760,0.4520112167051367,B,Documents Uploaded,N/A,Not Funded,0,,,
APP-02799,2024-11-26,606,15000,51,Employed,7618,0.1973369498613251,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-02800,2025-01-06,686,85740,32,Employed,13961,0.05,A,Funded,Approved,Funded,0,2025-01-08,2025-01-09,12385.0
APP-02801,2025-01-11,672,84095,44,Self-employed,45963,0.191105825713395,B,Funded,Approved,Funded,0,2025-01-15,2025-01-16,40294.0
APP-02802,2024-12-26,850,49689,43,Employed,17567,0.05,B,Funded,Approved,Funded,0,2024-12-28,2024-12-29,15368.0
APP-02803,2024-12-01,691,49542,24,Self-employed,11687,0.05,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-02804,2025-01-16,529,39812,34,Employed,19451,0.46771242639896826,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-02805,2025-01-29,638,29592,70,Self-employed,8738,0.4334064963880669,B,Documents Uploaded,N/A,Not Funded,0,,,
APP-02806,2024-11-17,436,15000,46,Employed,3959,0.4373496951798065,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-02807,2025-04-24,640,44792,41,Employed,9970,0.22032064646689795,A,Funded,Approved,Funded,1,2025-04-25,2025-04-28,9937.0
APP-02808,2025-04-21,550,33578,65,Employed,12389,0.1217598068928693,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-02809,2024-11-18,759,53131,39,Employed,10202,0.13682842880606366,B,Application Started,N/A,Not Funded,0,,,
APP-02810,2024-12-08,584,47854,42,Employed,24095,0.3146261325391194,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-02811,2025-04-20,635,77090,55,Employed,27891,0.1323343280781513,B,Funded,Approved,Funded,0,2025-04-23,2025-04-24,25306.0
APP-02812,2025-01-05,573,36238,39,Self-employed,12724,0.1472261221572,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-02813,2024-12-19,850,73408,35,Self-employed,11072,0.189635536543249,B,Documents Uploaded,N/A,Not Funded,0,,,
APP-02814,2025-04-30,611,60637,18,Employed,31412,0.2686655354109501,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-02815,2025-01-22,850,81082,32,Employed,30144,0.05,A,Application Started,N/A,Not Funded,0,,,
APP-02816,2024-11-11,747,47411,32,Self-employed,16496,0.16958164386229574,B,Funded,Approved,Funded,0,2024-11-14,2024-11-16,15141.0
APP-02817,2025-03-14,707,57627,45,Self-employed,28388,0.1256985969211693,A,Documents Uploaded,N/A,Not Funded,0,,,
APP-02818,2025-03-07,694,65350,36,Employed,11652,0.11633384954905876,A,Funded,Approved,Funded,1,2025-03-09,2025-03-10,10672.0
APP-02819,2025-05-01,697,32132,69,Self-employed,10121,0.2505335943306551,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-02820,2024-12-04,418,52070,31,Employed,21300,0.060585536802716056,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-02821,2024-12-15,616,75231,60,Employed,26877,0.05,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-02822,2025-03-24,751,45644,46,Employed,10577,0.24313280868049408,B,Documents Uploaded,N/A,Not Funded,0,,,
APP-02823,2025-04-07,644,53273,53,Self-employed,15165,0.1506616825329498,B,Documents Uploaded,N/A,Not Funded,0,,,
APP-02824,2024-12-26,481,45945,52,Self-employed,13098,0.3097341578682001,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-02825,2024-11-29,643,38387,18,Self-employed,22893,0.05,B,Funded,Approved,Funded,1,2024-12-01,2024-12-04,22893.0
APP-02826,2025-03-16,850,79632,43,Employed,23633,0.05,A,Funded,Approved,Funded,0,2025-03-18,2025-03-19,23381.0
APP-02827,2025-02-22,799,68165,40,Employed,16518,0.05,A,Funded,Approved,Funded,0,2025-02-23,2025-02-25,14463.0
APP-02828,2025-03-24,642,19841,30,Employed,10321,0.3886221962992744,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-02829,2025-02-16,764,70583,49,Self-employed,23964,0.07586677627839691,B,Funded,Approved,Funded,0,2025-02-18,2025-02-20,21426.0
APP-02830,2025-04-24,606,23597,64,Employed,8252,0.17207881504223782,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-02831,2025-03-23,445,48284,18,Employed,19168,0.4796015127804426,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-02832,2025-02-24,539,25475,37,Self-employed,10650,0.46767328433669125,B,Application Started,N/A,Not Funded,0,,,
APP-02833,2025-02-26,837,65474,29,Self-employed,27220,0.06243295207785776,B,Funded,Approved,Funded,0,2025-03-01,2025-03-04,25414.0
APP-02834,2024-12-01,617,74145,44,Employed,12272,0.29696521869826165,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-02835,2025-03-23,620,56927,40,Employed,29515,0.24118727739688287,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-02836,2025-04-17,614,24810,36,Employed,5896,0.12030091817743223,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-02837,2025-02-17,850,49701,52,Employed,13993,0.05,A,Funded,Approved,Funded,0,2025-02-19,2025-02-21,13993.0
APP-02838,2024-11-29,845,57513,63,Employed,13115,0.05,A,Funded,Approved,Funded,0,2024-11-30,2024-12-02,12575.0
APP-02839,2025-01-30,850,77892,70,Employed,38570,0.05,B,Funded,Approved,Funded,0,2025-02-02,2025-02-04,38570.0
APP-02840,2025-02-22,630,55165,35,Unemployed,22763,0.26224201049026136,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-02841,2025-01-31,685,36637,22,Employed,17947,0.28289567239058466,B,Funded,Approved,Funded,1,2025-02-02,2025-02-03,17167.0
APP-02842,2024-11-05,468,15000,50,Employed,6660,0.47425977783747925,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-02843,2025-01-08,827,73331,63,Employed,14436,0.09888071737189377,B,Funded,Approved,Funded,0,2025-01-11,2025-01-13,12071.0
APP-02844,2025-02-23,509,32262,53,Employed,9216,0.3191680054037121,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-02845,2025-02-05,676,95744,63,Employed,36217,0.24562636951544792,B,Application Started,N/A,Not Funded,0,,,
APP-02846,2025-05-03,518,37532,41,Employed,10780,0.1772794232104471,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-02847,2025-01-07,579,79185,36,Employed,19264,0.2422221222186112,A,Documents Uploaded,N/A,Not Funded,0,,,
APP-02848,2025-01-20,549,16492,45,Unemployed,8929,0.05,B,Documents Uploaded,N/A,Not Funded,0,,,
APP-02849,2025-02-12,577,15000,40,Employed,7297,0.2584876984158504,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-02850,2025-05-01,585,21098,51,Employed,6442,0.4274679726061548,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-02851,2025-02-26,584,67182,55,Employed,33205,0.25553159751241594,A,Documents Uploaded,N/A,Not Funded,0,,,
APP-02852,2025-03-23,750,95122,56,Employed,41130,0.1457737488259836,A,Funded,Approved,Funded,0,2025-03-26,2025-03-27,39427.0
APP-02853,2025-02-05,517,21056,50,Employed,3194,0.36972778211369817,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-02854,2024-12-19,676,43388,46,Self-employed,13932,0.05,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-02855,2025-01-05,796,41220,53,Employed,11571,0.05,B,Funded,Approved,Funded,0,2025-01-07,2025-01-09,9958.0
APP-02856,2024-11-22,588,15000,20,Employed,3720,0.4169526740476278,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-02857,2025-02-07,563,55668,46,Employed,14652,0.37875110837118087,A,Documents Uploaded,N/A,Not Funded,0,,,
APP-02858,2025-01-12,622,51660,44,Employed,29656,0.10486062993199284,B,Funded,Approved,Funded,1,2025-01-14,2025-01-16,27198.0
APP-02859,2025-03-17,791,64309,46,Employed,23719,0.05,A,Funded,Approved,Funded,0,2025-03-18,2025-03-19,23159.0
APP-02860,2025-04-27,673,24298,42,Employed,12913,0.164776987534671,B,Approved,Approved,Not Funded,0,,,
APP-02861,2024-11-26,586,76399,49,Employed,18824,0.15521802643453703,B,Application Started,N/A,Not Funded,0,,,
APP-02862,2025-02-14,708,45732,37,Employed,10448,0.0633847485355076,A,Approved,Approved,Not Funded,0,,,
APP-02863,2024-12-03,517,47372,57,Employed,26052,0.11058661253582824,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-02864,2025-01-17,731,29008,49,Self-employed,10821,0.2173629286266942,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-02865,2025-03-07,699,51089,45,Self-employed,28242,0.08670332890992322,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-02866,2025-03-09,613,52127,35,Self-employed,9297,0.2169489956702133,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-02867,2024-11-12,549,46441,53,Employed,26118,0.16381046769072477,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-02868,2024-11-15,543,42392,46,Self-employed,14284,0.2546422941210572,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-02869,2025-03-19,714,66290,34,Employed,14578,0.10086896644909023,A,Funded,Approved,Funded,0,2025-03-23,2025-03-24,13142.0
APP-02870,2024-12-24,797,42089,43,Employed,19256,0.05,A,Funded,Approved,Funded,0,2024-12-25,2024-12-26,18431.0
APP-02871,2025-05-01,573,46247,51,Employed,23521,0.22637073748999953,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-02872,2025-02-07,705,57775,50,Self-employed,9897,0.3016937136829987,B,Funded,Approved,Funded,0,2025-02-10,2025-02-11,8413.0
APP-02873,2025-04-02,399,29533,49,Employed,17549,0.2137437045547032,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-02874,2025-05-03,579,44346,45,Self-employed,20561,0.2789342551592001,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-02875,2024-12-30,646,24135,56,Self-employed,7110,0.05,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-02876,2025-03-29,540,15000,58,Employed,3271,0.5004734984751574,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-02877,2025-01-09,537,15000,52,Employed,4899,0.27664090487440846,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-02878,2025-01-23,569,58250,36,Employed,14519,0.10667681384126926,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-02879,2025-03-14,685,70053,31,Employed,26085,0.08640849434715038,A,Approved,Approved,Not Funded,0,,,
APP-02880,2025-03-15,627,64571,37,Self-employed,32405,0.24369513866029702,B,Documents Uploaded,N/A,Not Funded,0,,,
APP-02881,2025-01-09,381,29235,67,Employed,13069,0.9,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-02882,2025-02-22,395,15000,47,Unemployed,5192,0.1647784953005592,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-02883,2024-12-06,577,22165,69,Unemployed,4511,0.07388257975233506,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-02884,2025-01-18,704,58808,42,Employed,34151,0.29078283207020716,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-02885,2024-12-13,320,19710,40,Self-employed,5354,0.34865605360509133,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-02886,2025-02-03,590,39545,43,Employed,10875,0.23894478842736816,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-02887,2025-01-24,586,50978,42,Self-employed,22454,0.16999526814426236,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-02888,2024-12-20,816,66833,34,Employed,33197,0.05,B,Funded,Approved,Funded,0,2024-12-22,2024-12-24,32018.0
APP-02889,2025-04-10,603,47715,30,Self-employed,28288,0.19542110765872686,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-02890,2024-12-08,695,41718,50,Employed,24451,0.05634759182611656,B,Approved,Approved,Not Funded,0,,,
APP-02891,2025-04-20,666,71240,56,Self-employed,39979,0.30105924213298746,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-02892,2025-01-19,394,15784,70,Self-employed,5459,0.6817442061164548,B,Documents Uploaded,N/A,Not Funded,0,,,
APP-02893,2025-01-04,742,32587,38,Self-employed,7332,0.11144559454911283,B,Funded,Approved,Funded,0,2025-01-05,2025-01-07,6927.0
APP-02894,2025-03-17,675,37080,39,Employed,15314,0.09583911932424496,A,Approved,Approved,Not Funded,0,,,
APP-02895,2024-11-08,710,49030,34,Employed,7735,0.12627048062126262,A,Application Started,N/A,Not Funded,0,,,
APP-02896,2025-01-15,850,89880,57,Self-employed,21419,0.05,A,Documents Uploaded,N/A,Not Funded,0,,,
APP-02897,2025-01-28,399,24054,53,Unemployed,3635,0.626504745960627,B,Application Started,N/A,Not Funded,0,,,
APP-02898,2024-12-14,850,66277,33,Employed,15325,0.05,B,Funded,Approved,Funded,0,2024-12-15,2024-12-16,15325.0
APP-02899,2025-04-01,615,21526,33,Employed,7827,0.43539923280640275,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-02900,2025-02-26,684,69109,55,Self-employed,22598,0.05,B,Funded,Approved,Funded,0,2025-02-28,2025-03-01,21706.0
APP-02901,2025-01-13,644,36360,48,Employed,11496,0.34099344436771317,B,Funded,Approved,Funded,1,2025-01-15,2025-01-16,11496.0
APP-02902,2025-02-24,599,42899,53,Self-employed,22476,0.33190397941409555,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-02903,2025-03-03,581,72703,33,Employed,32988,0.15724994348969423,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-02904,2025-01-01,689,64075,21,Self-employed,36612,0.14865288240169605,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-02905,2025-04-24,467,15000,33,Self-employed,5256,0.43646443674459995,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-02906,2025-04-21,740,23609,52,Employed,6433,0.05,B,Funded,Approved,Funded,0,2025-04-23,2025-04-25,6433.0
APP-02907,2025-04-02,600,43713,69,Self-employed,8970,0.20205967500931918,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-02908,2025-02-11,514,15000,38,Self-employed,6786,0.10377585524716067,A,Documents Uploaded,N/A,Not Funded,0,,,
APP-02909,2025-03-16,595,57470,70,Self-employed,30389,0.12785991804982938,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-02910,2025-02-26,800,65845,53,Employed,15320,0.05,A,Funded,Approved,Funded,0,2025-02-28,2025-03-02,14616.0
APP-02911,2024-11-23,585,46807,27,Self-employed,25530,0.1578647415504899,A,Documents Uploaded,N/A,Not Funded,0,,,
APP-02912,2024-11-26,693,40165,46,Employed,15536,0.05,A,Funded,Approved,Funded,1,2024-11-27,2024-11-29,15468.0
APP-02913,2025-03-04,562,76027,54,Employed,16333,0.43166370296785217,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-02914,2025-01-15,740,115851,18,Self-employed,50892,0.05,A,Application Started,N/A,Not Funded,0,,,
